institution_id;institution_name;search_result_name;institution_geolocation;dist (m);source
13352;UNICATUM GmbH;Schneiderstraße 12;49.444981, 7.768958;;Mapbox
13354;CONFEDERATION DE L' ARTISANAT ET DES PETITES ENTREPRISES DU BATIMENT;2 Rue Béranger;48.865085, 2.364419;;Mapbox
13357;VENTIMOLA GMBH & CO DAMMTECHNIK KG;Fleetstraße 63a;53.106101, 8.789762;;Mapbox
13358;TEICOS COSTRUZIONI SRL;Via Privata Cortina D'ampezzo 9;45.436166, 9.208237;;Mapbox
13359;STB - REABILITACAO DO PATRIMONIO EDIFICADO LDA;Rua De São Gonçalo;41.38035, -8.271966;;Mapbox
13360;VORTAL-COMERCIO ELECTRONICO CONSULTADORIA E MULTIMEDIA SA;Rua Alfredo Allen;41.177271, -8.60475;;Mapbox
13361;SARL ANDRE COTTENCEAU;Saint-Hilaire;47.334354, 6.240881;;Mapbox
13362;TIETJEN HOLZ-KUNSTSTOFF-TECHNIK GMBH & CO KG;Woltmershauser Straße 442;53.085941, 8.763899;;Mapbox
13363;TECPROPASA EUSKADI SA;Paseo De Los Olmos;43.320753, -1.94225;;Mapbox
13364;3M2P - CONSTRUCAO E REABILITACAO DE EDIFICIOS LDA;Rua De José Falcão 124;41.134398, -8.625054;;Mapbox
13365;FUNDACION SANTA MARIA LA REAL CENTRO DE ESTUDIOS DEL ROMANICO;Aguilar de Campoo;42.793774, -4.261093;;Mapbox
13366;VLC Projects B.V.;Rijnzathe 40;52.072847, 5.044736;;Mapbox
13369;WWEDU WORLD WIDE EDUCATION GMBH;Dragonerstraße 38;48.157287, 14.015102;;Mapbox
13370;Sigmund Freud Privatuniversitat Wien GmbH;Schnirchgasse 9a;48.194998, 16.410766;;Mapbox
13371;Sogeti Nederland B.V.;Lange Dreef 17;51.984691, 5.10535;;Mapbox
13373;SAS SOFTWARE LIMITED;Henley Road;51.565866, -0.789814;;Mapbox
13374;SESA - COMMERCE HANDELSGMBH;Friedrich Schiller-Straße;48.082547, 16.29553;;Mapbox
13380;North Yorkshire Police Authority;DL7;54.3607, -1.519;;Mapbox
13381;FORENSIC PATHWAYS LIMITED;Ninian Way;52.604734, -1.674441;;Mapbox
13384;TECNO-PENTA SAS DI MAURA BELLIO;Via Italico Cappellotto;45.667122, 12.230567;;Mapbox
13387;MUZEUM NARODOWIE W KRAKOWIE;Aleja 3 Maja 1;50.060262, 19.923704;;Mapbox
13392;INSTITUTO TECNOLOXICO PARA O CONTROL DOMEDIO MARINO DE GALICIA - INTECMAR;Calle Villagarcía De Arousa;39.523764, 2.742566;;Mapbox
17818;RIGHTSDIRECT BV;Hoogoorddreef 9;52.309244, 4.945516;;Mapbox
13398;VITUKI KORNYEZETVEDELMI ES VIZGAZDALKODASI KUTATO INTEZET NONPROFIT KOZHASZNU KORLATOLT FELELOSSEGU TARSASAG;Kvassay Jenő Út 1;47.466852, 19.076902;;Mapbox
13399;CENTRO DE TRANSFERENCIA DE TECNOLOGIAS ESCUELA SUPERIOR POLITECNICA DEL LITORAL;Vía Perimetral 305;-2.135146, -79.947103;;Mapbox
13400;ANTEA BELGIUM NV;Antea Group (Belgium);51.22047, 4.40026;;OpenAlexNormalized
13401;EDF ENERGY NUCLEAR GENERATION LIMITED;Barnett Way;51.863851, -2.203105;;Mapbox
13405;ISAR-INSTITUTE FOR SAFETY AND RELIABILITY GMBH;Walther-Meißner-Straße 2;48.264399, 11.673072;;Mapbox
13408;ELECTRICITE DE FRANCE S.A. (EDF);1 Avenue Du Général De Gaulle;48.789175, 2.260285;;Mapbox
13409;INSTITUT GEOEKOLOGII ROSSIYSKOY AKADEMII NAUK;Rumyantsevo;55.970676, 36.54377;;Mapbox
13411;Sumgayit Center for Environmental Rehabilitation;Sumgayit;40.596167, 49.669597;;Mapbox
13412;THE COMMISSION ON THE PROTECTION OFTHE BLACK SEA AGAINST POLLUTION;Coşku Sk. 2;40.894167, 29.356178;;Mapbox
13413;INSTITUT PROBLEM EKOLOGII I EVOLYUCII IM A N SEVERTSOV ROSSIISKAYA AKADEMIYA NAUK*SIEE-RAS A.N.SEVERTSOVINSTITUTE OF ECOLOGY AND EVOLUTION;Rumyantsevo;55.970676, 36.54377;;Mapbox
13416;DAGESTANSKIY GOSUDARSTVENNIY UNIVERSITET;Rustamova Street;42.974766, 47.500645;;Mapbox
13418;CASPIAN MARINE SCIENTIFIC RESEARCH CENTER;Astrakhan Street 14;43.665385, 43.943992;;Mapbox
13420;GOSUDARSTVENNOE UCHREZHDENIE GOSUDARSTVENNIY OKEANOGRAFICHESKIY INSTITUT-STATE OCEANOGRAPHIC INSTITUTE SO;Kropotkinskiy Lane 6;55.738158, 37.593825;;Mapbox
13424;National Institute for Agricultural Planning and Projection;Hanoi;21.02945, 105.854444;;Mapbox
13425;FUNDACION PARA EL DESARROLLO ACADEMICO DE LA UNIVERSIDAD NACIONAL;Heredia;9.997459, -84.1201;;Mapbox
13426;JALPAIGURI CENTRE FOR THE DEVELOPMENT OF HUMAN INITIATIVES;Post Office;29.330778, 76.288654;;Mapbox
13427;FISHBASE INFORMATION & RESEARCH GROUP INC;Los Baños;14.177321, 121.22161;;Mapbox
13430;CENTER FOR ENVIRONMENTAL MANAGEMENTAND PARTICIPATORY DEVELOPMENT SOCIETY;Lake Road;22.511009, 88.365245;;Mapbox
13432;Institute of Environmental Studies and Wetland Management;Ba Block;22.590586, 88.398938;;Mapbox
13433;VIEN NGHIEN CUU NUOI TRONG THUY SAN1;Tu Son;21.120253, 105.96385;;Mapbox
13434;CENTER OF IDEAS AND TECHNOLOGIES;Yerevan;40.177625, 44.512617;;Mapbox
13436;Euroscience Greek Regional Section;166 73;37.840317, 23.76661;;Mapbox
13439;EUROSCIENCE GREEK REGIONAL SECTION;Foula;9.33892, -7.789584;;Mapbox
13447;CENTRE DE COOPERATION INTERNATIONAL EN RECHERCHE AGRONOMIQUE POUR LE DEVELOPPEMENT;CENTRE DE COOPERATION INTERNATIONAL EN RECHERCHE AGRONOMIQUE POUR LE DEVELOPPEMENT;;;
13448;Stiftelsen Elektronikcentrum i Kista;Isafjordsgatan 22b;59.404738, 17.949445;;Mapbox
13451;CyberForum e.V.;CyberForum e.V.;;;
13453;OKTAL SYNTHETIC ENVIRONMENT;11 Avenue Du Lac;43.50432, 1.457889;;Mapbox
13457;SELEX GALILEO SPA;Via Albert Einstein 35;43.840557, 11.150658;;Mapbox
13464;ANONYMI ETAIRIA SYSTIMATON ORGANOSIS LEITOURGIAS KAI EPIKOINONIAS EPICHEIRISEON;175 64;37.934246, 23.701444;;Mapbox
13469;CST - COMPUTER SIMULATION TECHNOLOGY AG;Bad Nauheimer Straße 19;49.885921, 8.654915;;Mapbox
13474;EMCCONS DR RASEK GMBH & CO KG;Bölwiese 8;49.767419, 11.257791;;Mapbox
13475;AGUSTA S.P.A.;Via Giovanni Agusta 520;45.63123, 8.758591;;Mapbox
13476;IDS INGEGNERIA DEI SISTEMI (UK) LIMITED;3 Whittle Avenue;50.86975, -1.25863;;Mapbox
13482;ADVANCED MICROWAVE SYSTEMS LTD;Advanced Microwave Systems (Greece);37.98376, 23.72784;;OpenAlexNormalized
13483;EY SYMVOULEYEIN EPE;151 24;38.056444, 23.805607;;Mapbox
13491;MOLOGEN AG;Mologen (Germany);52.52437, 13.41053;;OpenAlexNormalized
13495;EUROPEAN CENTER OF PHARMACEUTICAL MEDICINE;4031;47.563477, 7.582696;;Mapbox
13496;OREBRO LANS LANDSTING;Segersjö;59.167649, 15.549513;;Mapbox
13499;Takwa GmbH;Bodelschwinghstraße 25;50.966334, 11.037004;;Mapbox
13504;PLANET S.A;11523 Eldred Avenue;44.979062, -90.18031;;Mapbox
13506;R.I.T.A. LLC;Baku;40.375589, 49.832801;;Mapbox
13510;CENTRUL DE ECONOMIA INDUSTRIEI SI SERVICIILOR;Calea 13 Septembrie;44.423622, 26.073843;;Mapbox
13513;EX LIBRIS LTD.;Jerusalem 91481;32.968474, 35.496943;;Mapbox
13514;HIGHLANDS TECHNOLOGIES SAS;1900 Route Des Crêtes;48.042391, 7.004417;;Mapbox
13516;NBLC VERENIGING VAN OPENBARE BIBLIOTHEKEN;Grote Marktstraat;52.076666, 4.312459;;Mapbox
13517;JOGUIN;Avenue De Vignate;45.191834, 5.777865;;Mapbox
13518;EUROPEAN GAMES DEVELOPER FEDERATION EKONOMISK FORENING;Anckargripsgatan;55.611184, 12.994344;;Mapbox
13519;TESSELLA LTD;Tessella (United Kingdom);51.67109, -1.28278;;OpenAlexNormalized
13520;FOERDERVEREIN FUER JUGEND UND SOZIALARBEIT E.V.;Marchlewskistraße;52.51221, 13.445866;;Mapbox
13522;ZENTRUM FUER SOZIALE INNOVATION;Linke Wienzeile 246;48.184162, 16.331037;;Mapbox
13524;Stiftung zur Erforschung des Europaischen Ostens - Osteuropa-Institut;Landshuter Straße 4;49.015066, 12.102452;;Mapbox
13526;M V LOMONOSOV MOSCOW STATE UNIVERSITY;Moscow;55.750446, 37.617494;;Mapbox
13527;Oxford XXI;89 High Street;51.7487, -0.9799;;Mapbox
13529;TARKI Tarsadalomkutatasi Intezet Zrt;Budaörsi Út 45;47.478158, 19.02478;;Mapbox
13530;East-Ukrainian Foundation for Social Research;Svobody Square 6;50.007088, 36.229634;;Mapbox
13532;INSTITUT FUER HOEHERE STUDIEN UND WISSENSCHAFTLICHE FORSCHUNG;Wien;48.208354, 16.372504;;Mapbox
13534;Universite d'Etat d'Haiti;Port au Prince;18.539766, -72.33548;;Mapbox
13536;Centre Français D'Etudes Mexicaines Et Centraméricaines;Loma De Chapultepec;19.605265, -99.294778;;Mapbox
13540;EPITROPI EREUNON PANEPISTIMIOU THESSALIAS;382 21;39.359506, 22.948704;;Mapbox
13542;GIANAZZA ANGELO SPA;Via Enzo Pagani 135;45.622448, 8.933994;;Mapbox
13551;Kapena S.A.;Grunwaldzka 12;54.478266, 17.010728;;Mapbox
13553;APC COMPOSIT AB;Karlsviksvägen 81;65.606045, 22.061526;;Mapbox
13554;FAPES S.R.L.;Via Marconi;45.42984, 9.699377;;Mapbox
13555;Extreme Materials srl;Via Dei Cipressi 2;45.766157, 9.282587;;Mapbox
13557;BOONDOGGLE (IRELAND) LIMITED;St. Catherines;53.493973, -6.113147;;Mapbox
13559;BOONDOGGLE B.V.;Czaar Peterstraat 155;52.370987, 4.930629;;Mapbox
13560;VOF MAX JUWELIER & EDELSMEDERIJ;Raadhuisplein 28;52.695521, 5.176864;;Mapbox
13561;ERGOSFT AG;Moosgrabenstrasse 13;47.617221, 9.267576;;Mapbox
13562;PEPPERMINT HOLDING GMBH;Hammertal 5;50.904503, 13.037212;;Mapbox
13563;FARTPOL II JAN SNIEGOCKI;Rybacka 13;51.509806, 18.12029;;Mapbox
13564;STE PLAT-FORME INDUSTRIELLE DE CONFECTION PLATICO SARL;Sidi Ameur;35.741173, 10.70316;;Mapbox
13567;ANDROME IBERICA SL;Carrer De Constança 5;41.38771, 2.135988;;Mapbox
13572;INSTITUT FUER MIKROTECHNIK MAINZ GMBH;Carl-Zeiss-Straße 18-20;49.961497, 8.259725;;Mapbox
13574;CHEMISTRY INNOVATION LIMITED;Collaborative Innovation Center of Chemistry for Energy Materials;31.22222, 121.45806;;OpenAlexNormalized
13575;CHT GERMANY GMBH;Bismarckstraße 102;48.518938, 9.076762;;Mapbox
13576;NANOMEPS SARL;135 Avenue De Rangueil;43.570618, 1.466943;;Mapbox
13578;MONDI SCP AS;Tatranská Cesta;49.078241, 19.325843;;Mapbox
13581;INNOVIA FILMS LIMITED;Innovia Films (United Kingdom);54.82482, -3.16114;;OpenAlexNormalized
13582;MONDI UNCOATED FINE & KRAFT PAPER GMBH;Kelsenstraße 7;48.186562, 16.39287;;Mapbox
13585;South Asia Forum for Human Rights Limited;CN;35.486703, 101.901875;;Mapbox
13590;KUTATO TANAROK ORSZAGOS SZOVETSEGE;Dohány Utca 10-14;47.495724, 19.060827;;Mapbox
13593;A.O. KOVALEVSKIY INSTITUTE OF BIOLOGY OF SOUTHERN SEAS;Nakhimov Avenue 2;44.616882, 33.522151;;Mapbox
13594;Sevastopol Marine Aquarium;Nakhimov Avenue 2;44.616882, 33.522151;;Mapbox
13596;Istituzione Musei del Mare e della Navigazione;Genova;44.408115, 8.931178;;Mapbox
13597;UNIVERSIDADE TECNICA DE LISBOA - UTL;Alameda De Santo António Dos Capuchos 1;38.72224, -9.141087;;Mapbox
13599;Novartis Forschungsstiftung;Maulbeerstrasse 66;47.567722, 7.603675;;Mapbox
13601;D-Pharm LTD;Sapir;31.897874, 34.825046;;Mapbox
13602;DANDO WEISS & COLUCCI LIMITED;Lower Bristol Road;51.380215, -2.371957;;Mapbox
13603;PHARMAXON SAS;Avenue De Luminy;43.233258, 5.435936;;Mapbox
13607;MAGYAR TUDOMANYOS AKADEMIA KFKI ATOMENERGIA KUTATOINTEZET;Konkoly-Thege Miklós Út 29-33;47.491275, 18.954483;;Mapbox
13615;Fundatia ERGOROM '99;Strada Cuza Vodă 147;44.416286, 26.10694;;Mapbox
13616;FUNDATIA ERGOROM '99;Strada Cuza Vodă 147;44.416286, 26.10694;;Mapbox
13619;ASOCIACION DE INVESTIGACION DE LAS INDUSTRIAS DE LA CONSTRUCCION;Carrer De Benjamin Franklin 17;39.547161, -0.462116;;Mapbox
13622;KNAUF GYPSOPOIIA ANONYMOS VIOMICHANIKI KAI EMPORIKI ETAIRIA;Street 10;30.140809, 31.421525;;Mapbox
13623;RENE WANSDRONK;RENE WANSDRONK;;;
13624;ZIGOR RESEARCH AND DEVELOPMENT SL;Calle Del Portal De Gamarra 28;42.861133, -2.660449;;Mapbox
13625;GESTA SPA;Via Bruno Buozzi 2;44.714601, 10.552936;;Mapbox
13634;GEAJ-M VALLOTTON ET T. CHANARD ARCHITECTES-URBANISTES FSU SA;Rue De Bourg 28;46.519847, 6.636263;;Mapbox
13636;SCOTTISH CROP RESEARCH INSTITUTE;Invergowrie Drive;56.459433, -3.03108;;Mapbox
13638;Centre Bioengineering of the Russian academy of sciences;Eet 60;43.614791, 39.814927;;Mapbox
13643;GPS GESELLSCHAFT FUR PRODUKTIONSSYSTEME GMBH;Hamletstraße 11;48.736205, 9.122169;;Mapbox
13654;ISIGHT SOFTWARE EURL;119 Rue Du Président Wilson;48.897137, 2.285806;;Mapbox
13663;DASSAULT SYSTEMES SIMULIA LTD;Kelvin Close;53.4313, -2.530965;;Mapbox
13673;CONSTRUCTIONS INDUSTRIELLES DE LA MEDITERRANEE;35 Rue De Bassano;48.871131, 2.299589;;Mapbox
13676;NATIONAL INSTITUTE OF AVIATION TECNOLOGY;Petrovka Street 24;55.765265, 37.616521;;Mapbox
13677;LATECOERE CZECH REPUBLIC SRO;Beranových 65;50.134914, 14.51427;;Mapbox
13680;CENTRE D'ESSAIS AERONAUTIQUE DE TOULOUSE (CEAT);14 Rue Saint-Dominique;43.61367, 1.443252;;Mapbox
13682;ADVANCED LIGHTWEIGHT ENGINEERING BV;Advanced Lightweight Engineering (Netherlands);52.00667, 4.35556;;OpenAlexNormalized
13683;SOGETI HIGH TECH;Avenue De L'escadrille Normandie-Niémen;43.638948, 1.371049;;Mapbox
13686;HAUTE ECOLE SPECIALISEE DE SUISSE OCCIDENTALE;Rue De La Jeunesse 1;47.361388, 7.346034;;Mapbox
13687;EKIS-ROMANIA S.R.L.;Strada Pitești;44.676569, 24.882656;;Mapbox
13688;DISENO DE SISTEMAS EN SILICIO S.A.;Carrer De Charles Robert Darwin 2;39.549937, -0.459764;;Mapbox
13689;ASCOM (SCHWEIZ) AG;Belpstrasse 37;46.929552, 7.486069;;Mapbox
13738;ECKA GRANULATE GMBH & CO KG;Kaiserstraße 30;49.462046, 10.98645;;Mapbox
13694;SITECH SPOLKA ZOO;Strefowa 2;51.494073, 16.046367;;Mapbox
13696;VISTEON ENGINEERING SERVICES LIMITED;Endeavour Drive;51.587744, 0.4654;;Mapbox
13702;DE-KA ELEKTROTEKNIK SANAYI VE TICARET ANONIM SIRKETI;Gebze;40.797718, 29.434555;;Mapbox
13703;ALLIED COMMUNICATIONS, S.R.O.*FORELINTERNATIONAL SCHOOL FOREL;Kremeľská;48.176649, 16.983271;;Mapbox
13705;LINN PRODUCTS LIMITED;Glasgow Road;55.938471, -4.007134;;Mapbox
13706;INGETEAM AS;Technologická 371;49.83814, 18.152631;;Mapbox
13707;SIMPLY COLLABORATION LIMITED;2 Links Side Way;52.61487, -1.90642;;Mapbox
13708;ATLANTIC SIMULATION & TRAINING TECHNOLOGIES LIMITED;2 University Road;53.276088, -9.060628;;Mapbox
13709;FRITERM TERMIK CIHAZLAR SANAYI VE TICARET AS;Peri Sokak;40.994572, 29.407947;;Mapbox
13710;SUPPLY NETWORK SHANNON LTD;Supply Network Shannon (Ireland);52.66472, -8.62306;;OpenAlexNormalized
13712;TSUNAMI TRAINING LIMITED;Merlin Park Lane;53.27973, -8.980759;;Mapbox
13713;SUISSE EXPERTS SRO;Borinka 78;48.260706, 17.091264;;Mapbox
13714;SZCZEBAK MARCIN ALEKSANDER*PERFECTACENTRUM REKLAMY;Ul. Ołtaszyńska 87a;51.061386, 17.007189;;Mapbox
13716;RSO SPA;Via Giacomo Leopardi 1;45.467015, 9.175858;;Mapbox
13717;NIMBUS SRL;Via Del Boschetto;45.233573, 7.749446;;Mapbox
13718;BLACK POINT Spolka Akcyjna;Atramentowa 5;51.053878, 16.991656;;Mapbox
13719;AKYUZ PLASTIK SANAYI VE TICARET AS;Adaş Sokak 18;41.181584, 28.741467;;Mapbox
13720;HOUSTON CO-PACK LTD;95 Wright Street;55.86611, -4.4163;;Mapbox
13722;ROCHE MANUFACTURING LTD;Gurteen;53.275972, -9.026483;;Mapbox
13724;CREA-SI SNC DI POZZATI MAURIZIO E TREVISANI MARIA;Via E. Montale 6;39.073833, 17.03257;;Mapbox
13726;NAM SYSTEM AS;P. Cingra 840;49.908966, 18.344843;;Mapbox
13727;EIREBLOC LIMITED;Macroom;51.904926, -8.959935;;Mapbox
13728;SIRIUS CONCEPTS LIMITED;KA6 5HW;55.479684, -4.566706;;Mapbox
13731;PRAXAIR SURFACE TECHNOLOGIES GMBH;Robert-Zapp-Straße 7;51.305774, 6.825133;;Mapbox
13733;Sandvik Powdermet AB;Kontorsvägen;59.708892, 16.21501;;Mapbox
13734;MAN DIESEL SAS;22 Avenue Des Nations;48.97341, 2.508361;;Mapbox
13740;PBS TURBO S.R.O. VELKA BITES;Vlkovská 279;49.300285, 16.21462;;Mapbox
13743;FEDERAL-MOGUL FRIEDBERG GMBH;Engelschalkstraße 1;48.350605, 10.990876;;Mapbox
13744;ULEME E.E.I.G;Stadtbachstraße 1;48.379809, 10.898276;;Mapbox
13745;MIBA GLEITLAGER GMBH;Dr. Mitterbauer-Straße 3;47.981584, 13.822956;;Mapbox
13747;Vansco Electronics Oy;Tiilenlyöjänkatu 5;60.825435, 23.621548;;Mapbox
13749;COMPONENTA FINLAND OY;Bremerintie 6;60.531789, 24.200396;;Mapbox
13754;Balfour Beatty Rail S.p.A;Via Lampedusa 13;45.435339, 9.187726;;Mapbox
13757;Eco2Win AB;Ansgariigatan 17;57.78988, 14.249036;;Mapbox
13758;National Railway Company “CFR” SA;Bulevardul Dinicu Golescu 38;44.444255, 26.077208;;Mapbox
13767;INSTITUT IGH DD;Ulica Janka Rakuše 1;45.794812, 16.0063;;Mapbox
13768;TECHNICKY A ZKUSEBNI USTAV STAVEBNI PRAHA S. P.;Prosecká 76a;50.120171, 14.505387;;Mapbox
13772;ERHVERVS- OG BYGGESTYRELSEN;Langelinie Allé 17;55.697442, 12.599676;;Mapbox
13775;MINISTERIE VAN VOLKSHUISVESTING, RUIMTELIJKE ORDENING EN MILIEUBEHEER;Rijnstraat 8;52.080056, 4.323188;;Mapbox
13776;MINISTRY OF PUBLIC WORKS AND SETTLEMENT;Vekaletler Caddesi;39.916011, 32.8522;;Mapbox
13780;BASLER & HOFMANN AG, INGENIEURE UND PLANER;Forchstrasse 395;47.292182, 8.631574;;Mapbox
13782;MILLI VE BEYNELXALQ ARASDIRMALAR MERKEZI ASSOCIATION;Baku;40.375589, 49.832801;;Mapbox
13784;MIZHNARODNIY CENTR PERSPEKTIVNIH DOSLIDZHEN INTERNATIONAL CIVIC ORGANIZATION;Kyiv Street 13a;49.707028, 28.664915;;Mapbox
13786;Centre for International Information and Documentation in Barcelona;Centre for International Information and Documentation in Barcelona;;;
13793;ENERDATA SA;Enerdata (France);45.17869, 5.71479;;OpenAlexNormalized
13795;ENERGETICKA AGENTURA VYSOCINY SDRUZENI;Křížová 2;49.397352, 15.59049;;Mapbox
13802;ABCELL-BIO Sarl;85 Rue Taitbout;48.877285, 2.335423;;Mapbox
13804;BIOTRACK SRL;Via Einstein 1;45.530183, 9.928703;;Mapbox
13805;PAIJAT-HAMEEN KOULUTUSKONSERNI-KUNTAYHTYMA;Teinintie 4;60.988328, 25.684347;;Mapbox
13806;KOUVOLAN SEUDUN KUNTAYHTYMA KRFM;Ilmarinkuja 3;60.870941, 26.712669;;Mapbox
13812;UNIVERSITE LOUIS PASTEUR;Rue Blaise Pascal;48.580668, 7.767135;;Mapbox
13814;SAPIENCE;288 Chemin De Saint-Claude;43.593482, 7.112503;;Mapbox
13817;CONNAISCIENCES LANGUEDOC ROUSSILONASSOCIATION DE PREFIGURATION DU CENTRE REGIONAL DE CULTURE SCIENTIFIQUE TECHNIQUE ET INDUSTRIELLE DU LANG;163 Rue Auguste Broussonnet;43.615821, 3.872128;;Mapbox
13819;RESEAU DES BARS DES SCIENCES FRANCILIENS;1 Place De Chevry;48.688914, 2.115936;;Mapbox
13822;The Davidson Institute of Science, Weitzmann Institute of Science;Herzl;31.897304, 34.810818;;Mapbox
13824;Lappeenranta University of Technology, Kouvola Research Unit;Prikaatintie 9;60.875235, 26.683153;;Mapbox
13825;KYMENLAAKSON AMMATTIKORKEAKOULU OY;Pääskysentie 1;60.487475, 26.892546;;Mapbox
13826;8th Ephorate of Byzantine Antiquities;45221;59.445389, 25.902553;;Mapbox
13828;MUSEUM OF BYZANTINE CULTURE;2 Ave;41.992255, -90.741153;;Mapbox
13833;Ministerium fuer Bildung, Wissenschaft, Jugend und Kultur Rheinland-Pfalz;Mittlere Bleiche 61;50.004101, 8.266735;;Mapbox
13834;TLV Ritter Veranstaltungstechnik;Katharinenstraße 4;49.999912, 8.204018;;Mapbox
13835;FACTUM Chaloupka & Risser OHG;Danhausergasse;48.19216, 16.369427;;Mapbox
13839;THE GEORGE INSTITUTE FOR INTERNATIONAL HEALTH LIMITED;Missenden Road;-33.8895, 151.182083;;Mapbox
13841;EUROPE RECHERCHE TRANSPORT;2 Avenue Du Général Malleret-Joinville;48.805314, 2.344641;;Mapbox
13844;UNIVERSITAS, Cooperativa de Ensino Superior e Investigação Científica, C.R.L.;Alameda Das Linhas De Torres 179;38.768925, -9.158845;;Mapbox
13847;SECRETARIAT OF THE AFRICAN DECADE OF PERSONS WITH DISABILITIES;8 Burg Street;-33.921798, 18.42105;;Mapbox
13851;Il Denaro SEI;Piazza Dei Martiri 58;40.834373, 14.24169;;Mapbox
13852;CNR - INOA National Institute of Applied Optics;Via Campi Flegrei 34;40.834912, 14.107067;;Mapbox
13853;Cimitile City Council;Via Della Torre 1;40.29594, 17.743507;;Mapbox
13854;National Institute of Astrophisics - Astronomical Observatory of Capodimonte;Salita Moiariello 16;40.864989, 14.25382;;Mapbox
13855;Dicocom s.r.l.;Via Enrico Pessina 81;40.850823, 14.250031;;Mapbox
13856;Institut für Ur- und Frühgeschichte;Kleingasse 1;48.195157, 16.405991;;Mapbox
13857;Community of Schwarzenbach;Markt 4;47.636943, 16.349241;;Mapbox
13859;CAVIDI AB;Vårgatan 32a;59.30304, 18.007586;;Mapbox
13860;Y.R. GAITONDE MEDICAL EDUCATION & RESEARCH FOUNDATION;Gandhi Salai;13.170464, 80.219398;;Mapbox
13863;STIFTELSEN STOCKHOLMS INTERNATIONELLA FREDSFORSKNINGSINSTITUT;Signalistgatan 9;59.369545, 18.013412;;Mapbox
13867;ALFRED-WEGENER-INSTITUT FUER POLAR- UND MEERESFORSCHUNG;ALFRED-WEGENER-INSTITUT FUER POLAR- UND MEERESFORSCHUNG;;;
13868;EGALITE DES CHANCES DANS LES ETUDESET LA PROFESSION D'INGENIEUR EN EUROPE ASSOCIACION;66 Boulevard Saint-Michel;48.84378, 2.338652;;Mapbox
13877;Lab901 Limited;53 Dryden Road;55.874248, -3.162138;;Mapbox
13883;Laboratoire Central Veterinaire;Bamako;12.649319, -8.000337;;Mapbox
13889;INSTITUTE OF ECOLOGY AND BIOLOGICAL RESOURCES VIETNAMESE ACADEMY OF SCIENCE AND TECHNOLOGY;Hanoi;21.02945, 105.854444;;Mapbox
13891;MINISTERE DES AFFAIRES ETRANGERES;27 Rue De La Convention;48.84475, 2.280145;;Mapbox
13893;A.N. BAKH INSTITUTE OF BIOCHEMISTRY OF THE RUSSIAN ACADEMY OF SCIENCES;Moscow Street 33;56.55566, 84.090942;;Mapbox
13898;KOLTZOV INSTITUTE OF DEVELOPMENTAL BIOLOGY OF RUSSIAN ACADEMY SCIENCES;Vavilova Street 26;42.051222, 48.298742;;Mapbox
13901;SIBTERMOKHIM OOO;634034;56.46649, 84.95324;;Mapbox
13902;Turbocoating s.p.a.;Via Mistrali 7;44.677761, 10.067133;;Mapbox
14031;DSTS ADVISERS TO EXECUTIVES, MAG.SCHRANK & PARTNER KG;Ring 21;47.28712, 15.972252;;Mapbox
13905;PRAZSKE SLUZBY AS;Pod Šancemi;50.097533, 14.504627;;Mapbox
13910;FUNDACION FATRONIK.;Paseo Mikeletegi 7;43.287722, -1.983834;;Mapbox
13914;ASSOCIATION FOR ADVANCEMENT OF RADICAL BEHAVIOR ANALYSIS;Corso Sempione 52;45.588706, 8.939036;;Mapbox
13915;cards PLM Solutions B.V.;De Maas 22a;51.487872, 5.400447;;Mapbox
13916;TOTAL PRODUCTIVITY BV;Kosterij 4;52.674569, 4.795195;;Mapbox
13922;GmbH IBT - IMMUNOLOGICAL AND BIOCHEMICALTESTSYSTEMS GMBH*;Aspenhaustraße 25;48.49365, 9.133213;;Mapbox
13925;SORIN BIOMEDICA CARDIO S.R.L.;Via Benigno Crespi 17;45.500495, 9.185443;;Mapbox
13927;Chempilots a/s;Rugmarken;55.817577, 12.369327;;Mapbox
13928;IMM RECHERCHE SAS;42 Boulevard Jourdan;48.82186, 2.332618;;Mapbox
13931;SCITECH LINK AB;Borgåslingan 31;55.715944, 13.240801;;Mapbox
13940;VADASKERT ALAPITVANY A GYERMEKEK LELKI EGESZSEGEERT;Hűvösvölgyi Út 116;47.531703, 18.973785;;Mapbox
13945;Eesti Opetajate Liit;Gonsiori;59.43401, 24.770298;;Mapbox
13946;INI DOO;Ladne Vode;44.797439, 20.525017;;Mapbox
13947;Green Biofuels Ireland Limited;New Ross;52.395607, -6.945581;;Mapbox
13948;DOLPHIN SEAWEEDS;7 Kimberley Drive;54.5754, -5.92302;;Mapbox
13960;CONSILIUL LOCAL AL MUNICIPIULUI CRAIOVA;Strada A.I. Cuza;43.804841, 24.085942;;Mapbox
13962;CRITICAL SOFTWARE SA;Critical Software (Portugal);40.20564, -8.41955;;OpenAlexNormalized
13969;PERFORM ENERGIA;Rua Joseph Bleck 29;38.700813, -9.240277;;Mapbox
13972;CORE SRL;Via Antonio Cantore;44.410649, 8.89795;;Mapbox
13974;Guenther Weinlinger;Seefeldgasse 72;48.402188, 15.970708;;Mapbox
13975;PAST2PRESENT BV;Pelmolenlaan;52.077613, 4.893034;;Mapbox
13976;MEYER & ULLRICH GBR EASTERN ATLAS;Berliner Straße 69;52.555944, 13.413152;;Mapbox
